Name,Address,Location,Country,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,FacilitiesAndServices
Masseria,"1340 4th St. NE, Washington, 20002, USA",Washington,USA,$$$$,"Italian, Regional Cuisine",-76.99908,38.909504,+12026081330,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/masseria,https://www.masseria-dc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Fiola,"601 Pennsylvania Ave. NW, Washington, 20004, USA",Washington,USA,$$$$,"Italian, Contemporary",-77.01991,38.89283,+12026282888,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/fiola,https://www.fioladc.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Valet parking,Wheelchair access"
The Dabney,"122 Blagden Alley NW, Washington, 20001, USA",Washington,USA,$$$$,American,-77.0245936,38.9062921,+12024501015,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/the-dabney,https://thedabney.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Métier,"1015 7th St. NW, Washington, 20001, USA",Washington,USA,$$$$,"Contemporary, Modern French",-77.0218,38.903503,+12027377500,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/metier,https://metierdc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Sushi Nakazawa,"1100 Pennsylvania Ave. NW, Washington, 20004, USA",Washington,USA,$$$$,"Japanese, Sushi",-77.0270052,38.8946236,+12022893515,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/sushi-nakazawa1160153,https://www.sushinakazawa.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card"
Albi,"1346 4th St. SE, Washington, 20003, USA",Washington,USA,$$$$,"Middle Eastern, Lebanese",-77.0009665,38.8741148,+12029219592,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/albi,https://www.albidc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Terrace,Visa credit card,Wheelchair access"
Reverie,"3201 Cherry Hill Ln.NW, Washington, 20007, USA",Washington,USA,$$$$,Contemporary,-77.06323,38.90346,+12028082952,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/reverie,https://www.reveriedc.com/,1 MICHELIN Star,"Air conditioning,Counter dining,Credit card / Debit card accepted,Terrace,Wheelchair access"
Tail Up Goat,"1827 Adams Mill Rd. NW, Washington, 20009, USA",Washington,USA,$$,Contemporary,-77.0428198,38.9232785,+12029869600,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/tail-up-goat,https://www.tailupgoat.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Wheelchair access"
Bresca,"1906 14th St. NW, Washington, 20000, USA",Washington,USA,$$$$,"Contemporary, American",-77.0321,38.91584,+12025187926,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/bresca,https://www.brescadc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card,Wheelchair access"
Cranes,"724 9th St. NW, Washington, 20001, USA",Washington,USA,$$$$,"Spanish, Contemporary",-77.0244107,38.8991984,+12025254900,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/cranes,https://cranes-dc.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Terrace,Wheelchair access"
Oyster Oyster,"1440 8th St., Washington, 20001, USA",Washington,USA,$$$,"Vegetarian, Contemporary",-77.0230773,38.90932,,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/oyster-oyster,https://www.oysteroysterdc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Terrace,Visa credit card"
Maydān,"1346 Florida Ave. NW, Washington, 20000, USA",Washington,USA,$$$,"Middle Eastern, Grills",-77.03105,38.92013,+12023703696,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/maydan,https://www.maydandc.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted"
Kinship,"1015 7th St. NW, Washington, 20001, USA",Washington,USA,$$$,"Contemporary, French Contemporary",-77.0218,38.903282,+12027377700,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/kinship,https://kinshipdc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Valet parking,Visa credit card,Wheelchair access"
Little Pearl,"921 Pennsylvania Ave. SE, Washington, 20003, USA",Washington,USA,$$$,Contemporary,-76.9936368,38.8833557,+12026181868,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/little-pearl,https://www.littlepearldc.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Terrace,Visa credit card"
Elcielo D.C.,"1280 4th St. NE, Washington, 20002, USA",Washington,USA,$$$$,"Colombian, Contemporary",-76.9994792,38.9090145,+12025699855,https://guide.michelin.com/en/district-of-columbia/washington-dc/restaurant/elcielo-d-c,https://elcielowashington.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Valet parking,Visa credit card,Wheelchair access"
Esmé,"2200 N. Clark St., Chicago, 60614, USA",Chicago,USA,$$$$,"Contemporary, Creative",-87.63824,41.92198,,https://guide.michelin.com/en/illinois/chicago/restaurant/esme,https://www.esmechicago.com/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Next,"953 W. Fulton Market, Chicago, 60607, USA",Chicago,USA,$$$$,"Contemporary, Innovative",-87.6518812,41.8866924,,https://guide.michelin.com/en/illinois/chicago/restaurant/next,https://www.nextrestaurant.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Valet parking"
Galit,"2429 N. Lincoln Ave., Chicago, 60614, USA",Chicago,USA,$$$,"Middle Eastern, Mediterranean Cuisine",-87.64959,41.92607,+17733608755,https://guide.michelin.com/en/illinois/chicago/restaurant/galit,http://www.galitrestaurant.com,1 MICHELIN Star,Credit card / Debit card accepted
Elske,"1350 W. Randolph Ave., Chicago, 60607, USA",Chicago,USA,$$$$,"Contemporary, American Contemporary",-87.6608602,41.8843534,+13127331314,https://guide.michelin.com/en/illinois/chicago/restaurant/elske,https://elskerestaurant.com/,1 MICHELIN Star,"Air conditioning,Counter dining,Credit card / Debit card accepted,Terrace,Wheelchair access"
Kasama,"1001 N. Winchester Ave., Chicago, 60622, USA",Chicago,USA,$$$$,"Filipino, Contemporary",-87.6758818,41.8995437,+17736973790,https://guide.michelin.com/en/illinois/chicago/restaurant/kasama,https://www.kasamachicago.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Terrace,Visa credit card"
Porto,"1600 W. Chicago Ave., Chicago, 60622, USA",Chicago,USA,$$$$,"Portuguese, Seafood",-87.6674488,41.896121,+13126006338,https://guide.michelin.com/en/illinois/chicago/restaurant/porto,https://www.bonhommegroup.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card"
Omakase Yume,"651 W. Washington Blvd., Chicago, 60661, USA",Chicago,USA,$$$$,"Japanese, Sushi",-87.6446106,41.8832751,+13122651610,https://guide.michelin.com/en/illinois/chicago/restaurant/omakase-yume,https://www.omakaseyume.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Topolobampo,"445 N. Clark St., Chicago, 60654, USA",Chicago,USA,$$$$,"Mexican, Regional Cuisine",-87.6309689,41.8907039,+13126611434,https://guide.michelin.com/en/illinois/chicago/restaurant/topolobampo,https://www.rickbayless.com/,1 MICHELIN Star,Valet parking
Elizabeth,"4835 N. Western, Unit D, Chicago, 60625, USA",Chicago,USA,$$$$,"Contemporary, American",-87.688736,41.969555,+17736810651,https://guide.michelin.com/en/illinois/chicago/restaurant/elizabeth,https://www.elizabeth-restaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Mako,"731 W. Lake St., Chicago, 60661, USA",Chicago,USA,$$$$,"Japanese, Sushi",-87.6468966,41.8857746,+13129880687,https://guide.michelin.com/en/illinois/chicago/restaurant/mako,https://www.makochicago.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Boka,"1729 N. Halsted St., Chicago, 60614, USA",Chicago,USA,$$$$,"Contemporary, American",-87.6482441,41.9135974,+13123376070,https://guide.michelin.com/en/illinois/chicago/restaurant/boka,https://www.bokachicago.com/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Terrace,Valet parking,Wheelchair access"
Schwa,"1466 N. Ashland Ave., Chicago, 60662, USA",Chicago,USA,$$$$,"Contemporary, Innovative",-87.667733,41.9087844,+17732521466,https://guide.michelin.com/en/illinois/chicago/restaurant/schwa,https://schwarestaurant.com/,1 MICHELIN Star,"Air conditioning,Bring your own,Credit card / Debit card accepted"
Goosefoot,"2656 W. Lawrence Ave., Chicago, 60625, USA",Chicago,USA,$$$$,"Contemporary, French Contemporary",-87.6959706,41.9687073,+17739427547,https://guide.michelin.com/en/illinois/chicago/restaurant/goosefoot,https://goosefoot.net/,1 MICHELIN Star,"Air conditioning,American Express credit card,Bring your own,Credit card / Debit card accepted,Mastercard credit card,Visa credit card,Wheelchair access"
North Pond,"2610 N. Cannon Dr., Chicago, 60614, USA",Chicago,USA,$$$,"Contemporary, American",-87.6362118,41.9301645,+17734775845,https://guide.michelin.com/en/illinois/chicago/restaurant/north-pond,http://northpondrestaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Brunch,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card"
EL Ideas,"2419 W. 14th St., Chicago, 60618, USA",Chicago,USA,$$$$,"Contemporary, Creative",-87.68686,41.863,+13122268144,https://guide.michelin.com/en/illinois/chicago/restaurant/el-ideas,https://www.elideas.com/,1 MICHELIN Star,"Bring your own,Credit card / Debit card accepted"
Sepia,"123 N. Jefferson St., Chicago, 60661, USA",Chicago,USA,$$$,"American, American Contemporary",-87.6426104,41.8840951,+13124411920,https://guide.michelin.com/en/illinois/chicago/restaurant/sepia,https://www.sepiachicago.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Valet parking,Visa credit card,Wheelchair access"
Temporis,"933 N. Ashland Ave., Chicago, 60622, USA",Chicago,USA,$$$$,"Contemporary, Modern Cuisine",-87.66725,41.898907,+17736974961,https://guide.michelin.com/en/illinois/chicago/restaurant/temporis,https://www.temporischicago.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access"
Claudia,"1952 N. Damen Ave., Chicago, 60647, USA",Chicago,USA,$$$$,"Contemporary, Creative",-87.6777364,41.9174777,+17736979486,https://guide.michelin.com/en/illinois/chicago/restaurant/claudia,https://www.claudiarestaurant.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Visa credit card"
Maison Nouvelle,"11 rue Rode, Bordeaux, 33000, France",Bordeaux,France,€€€€,Creative,-0.5721388,44.8524308,+33533094690,https://guide.michelin.com/en/nouvelle-aquitaine/bordeaux/restaurant/maison-nouvelle,http://www.maison-nouvelle.fr,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Le Kléber - La Maison Bonnet,"2 place du Champ-de-Mars, Grane, 26400, France",Grane,France,€€€,Modern Cuisine,4.9234014,44.7314765,+33475626064,https://guide.michelin.com/en/auvergne-rhone-alpes/grane/restaurant/le-kleber-la-maison-bonnet,https://lamaisonbonnet.fr/lmb/lmb/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Visa credit card,Wheelchair access"
Jean Imbert au Plaza Athénée,"25 avenue Montaigne, Paris, 75008, France",Paris,France,€€€€,"Classic Cuisine, Traditional Cuisine",2.3043696,48.8661596,+33153676500,https://guide.michelin.com/en/ile-de-france/paris/restaurant/jean-imbert-au-plaza-athenee,https://www.dorchestercollection.com/en/paris/hotel-plaza-athenee/,1 MICHELIN Star,"Air conditioning,Credit card / Debit card accepted,Particularly interesting wine list,Valet parking,Wheelchair access"
La Table de l'Ours,"Les Barmes de l'Ours, 100 montée de Bellevarde, Val-d'Isère, 73150, France",Val-d'Isère,France,€€€€,Modern Cuisine,6.97513,45.447717,+33479413700,https://guide.michelin.com/en/auvergne-rhone-alpes/val-d-isre/restaurant/la-table-de-l-ours,https://www.hotellesbarmes.com/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Restaurant offering vegetarian menus,Visa credit card,Wheelchair access"
Miraflores,"112 boulevard des Belges, Lyon, 69006, France",Lyon,France,€€€€,Peruvian,4.8585914,45.7683063,+33478244971,https://guide.michelin.com/en/auvergne-rhone-alpes/lyon/restaurant/miraflores-1190862,https://www.restaurant-miraflores.com/,1 MICHELIN Star,"Air conditioning,American Express credit card,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access"
FIEF,"44 rue de la Folie-Méricourt, Paris, 75011, France",Paris,France,€€€€,"Modern Cuisine, Creative",2.372288,48.8636981,+33147000322,https://guide.michelin.com/en/ile-de-france/paris/restaurant/fief,https://www.fiefrestaurant.fr/,1 MICHELIN Star,"Air conditioning,Counter dining,Credit card / Debit card accepted,Mastercard credit card,Restaurant offering vegetarian menus,Visa credit card"
Au Gourmet,"4 route de Herrlisheim, Drusenheim, 67410, France",Drusenheim,France,€€€,Modern Cuisine,7.9475461,48.751779,+33388533060,https://guide.michelin.com/en/grand-est/drusenheim/restaurant/au-gourmet,https://www.au-gourmet.fr/,1 MICHELIN Star,"American Express credit card,Car park,Credit card / Debit card accepted,Garden or park,Mastercard credit card,Visa credit card"
Les Foudres,"Chais Monnet, 50 avenue Paul-Firino-Martell, Cognac, 16100, France",Cognac,France,€€€€,Modern Cuisine,-0.3319909,45.6901292,+33517223223,https://guide.michelin.com/en/nouvelle-aquitaine/cognac/restaurant/les-foudres,https://www.chaismonnethotel.com/les-foudres/,1 MICHELIN Star,"Air conditioning,American Express credit card,Car park,Credit card / Debit card accepted,Diners Club credit card,Mastercard credit card,Visa credit card,Wheelchair access"
Les Ducs de Lorraine,"5 avenue de Provence, Epinal, 88000, France",Epinal,France,€€€€,Modern Cuisine,6.4495774,48.1682428,+33329295600,https://guide.michelin.com/en/grand-est/pinal/restaurant/les-ducs-de-lorraine,https://www.restaurant-ducsdelorraine.com/,1 MICHELIN Star,"American Express credit card,Credit card / Debit card accepted,Mastercard credit card,Particularly interesting wine list,Terrace,Visa credit card,Wheelchair access"
Le Donjon - Domaine Saint-Clair,"Chemin de Saint-Clair, Etretat, 76790, France",Etretat,France,€€€,Modern Cuisine,0.21289,49.70639,+33235270823,https://guide.michelin.com/en/normandie/tretat/restaurant/le-donjon-domaine-saint-clair,https://www.hoteletretat.com/fr/,1 MICHELIN Star,"Car park,Credit card / Debit card accepted,Garden or park,Great view,Mastercard credit card,Particularly interesting wine list,Visa credit card"
